🕘️更新时间,#genre#
2026-02-22 18:35:14,http://74.91.26.218:82/live/cctv1hd.m3u8

📺央视频道,#genre#
CCTV-1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV-1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-1,http://23.237.228.134/live5/CCTV1.m3u8
CCTV-1,http://14.118.74.55:10001/rtp/239.77.1.144:5146
CCTV-1,http://14.118.74.55:10001/rtp/239.77.0.86:5146
CCTV-1,http://14.118.74.55:10001/rtp/239.77.1.17:5146
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=17
CCTV-2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-2,http://iptvpro.pw:35451/live/QQ群1067462089/937DQaf692/476.ts
CCTV-2,http://23.237.228.134/live5/CCTV2.m3u8
CCTV-2,http://iptvpro.pw:35451/live/QQ群1067462089/937DQaf692/534.ts
CCTV-2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV-2,http://115.171.216.84:4000/rtp/225.1.8.2:8084
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=4
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=5
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=8
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=1
CCTV-3,http://iptvpro.pw:35451/live/QQ群1067462089/937DQaf692/535.ts
CCTV-3,http://23.237.228.134/live5/CCTV3.m3u8
CCTV-3,http://171.117.151.108:10010/rtp/226.0.2.208:9576
CCTV-3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
CCTV-3,http://iptvpro.pw:35451/live/QQ群1067462089/937DQaf692/477.ts
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=6
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=5
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=4
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=3
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=7
CCTV-4,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
